Player_1,Player_2,Winner,Surface
Ferrer D.,Haas T.,Ferrer D.,Hard
Verdasco F.,Schuettler R.,Verdasco F.,Hard
Davydenko N.,Al-Ghareeb M.,Davydenko N.,Hard
Federer R.,Murray A.,Murray A.,Hard
Tursunov D.,Gasquet R.,Gasquet R.,Hard
Monfils G.,Berdych T.,Berdych T.,Hard
Mathieu P.H.,Sirianni J.,Mathieu P.H.,Hard
Nader M.,Ledovskikh M.,Ledovskikh M.,Hard
Nieminen J.,Rochus O.,Rochus O.,Hard
Tipsarevic J.,Lopez F.,Lopez F.,Hard
Kohlschreiber P.,Nadal R.,Nadal R.,Hard
Djokovic N.,Cilic M.,Djokovic N.,Hard
Roddick A.,Ferrero J.C.,Roddick A.,Hard
Murray A.,Verdasco F.,Murray A.,Hard
Hernych J.,Davydenko N.,Davydenko N.,Hard
Berdych T.,Lopez F.,Lopez F.,Hard
Ferrer D.,Rochus O.,Ferrer D.,Hard
Ledovskikh M.,Nadal R.,Nadal R.,Hard
Andreev I.,Gasquet R.,Andreev I.,Hard
Djokovic N.,Santoro F.,Djokovic N.,Hard
Mathieu P.H.,Roddick A.,Roddick A.,Hard
Ferrer D.,Lopez F.,Lopez F.,Hard
Davydenko N.,Murray A.,Davydenko N.,Hard
Nadal R.,Roddick A.,Roddick A.,Hard
Andreev I.,Djokovic N.,Djokovic N.,Hard
Davydenko N.,Lopez F.,Lopez F.,Hard
Roddick A.,Djokovic N.,Roddick A.,Hard
Lopez F.,Roddick A.,Roddick A.,Hard
Canas G.,Johansson T.,Canas G.,Hard
Becker B.,Kiefer N.,Kiefer N.,Hard
Querrey S.,Grosjean S.,Querrey S.,Hard
Korolev E.,Roitman S.,Korolev E.,Hard
Ginepri R.,Malisse X.,Ginepri R.,Hard
Safin M.,Hewitt L.,Hewitt L.,Hard
Guccione C.,Hanescu V.,Guccione C.,Hard
Zverev M.,Luczak P.,Luczak P.,Hard
Benneteau J.,Bjorkman J.,Benneteau J.,Hard
Falla A.,Isner J.,Isner J.,Hard
Starace P.,Berlocq C.,Starace P.,Hard
Llodra M.,Anderson K.,Anderson K.,Hard
Delic A.,Melzer J.,Delic A.,Hard
Sela D.,Gonzalez F.,Gonzalez F.,Hard
Massu N.,Gulbis E.,Gulbis E.,Hard
Baghdatis M.,Spadea V.,Baghdatis M.,Hard
Guccione C.,Canas G.,Canas G.,Hard
Starace P.,Delic A.,Delic A.,Hard
Querrey S.,Kiefer N.,Querrey S.,Hard
Hewitt L.,Benneteau J.,Benneteau J.,Hard
Gonzalez F.,Korolev E.,Korolev E.,Hard
Luczak P.,Gulbis E.,Gulbis E.,Hard
Isner J.,Anderson K.,Anderson K.,Hard
Ginepri R.,Baghdatis M.,Ginepri R.,Hard
Anderson K.,Korolev E.,Anderson K.,Hard
Delic A.,Canas G.,Canas G.,Hard
Gulbis E.,Ginepri R.,Ginepri R.,Hard
Querrey S.,Benneteau J.,Querrey S.,Hard
Anderson K.,Ginepri R.,Anderson K.,Hard
Canas G.,Querrey S.,Querrey S.,Hard
Anderson K.,Querrey S.,Querrey S.,Hard
Lee H.T.,Llodra M.,Lee H.T.,Hard
Kiefer N.,Sela D.,Sela D.,Hard
Capdeville P.,Seppi A.,Seppi A.,Hard
Eschauer W.,Giraldo S.,Giraldo S.,Hard
Soderling R.,Grosjean S.,Soderling R.,Hard
Levine J.,Wawrinka S.,Wawrinka S.,Hard
Bjorkman J.,Volandri F.,Bjorkman J.,Hard
Clement A.,Rochus O.,Rochus O.,Hard
Fognini F.,Schuettler R.,Fognini F.,Hard
Serra F.,Malisse X.,Malisse X.,Hard
Spadea V.,Ginepri R.,Ginepri R.,Hard
Kunitsyn I.,Odesnik W.,Odesnik W.,Hard
Starace P.,Gicquel M.,Gicquel M.,Hard
Tursunov D.,Becker B.,Tursunov D.,Hard
Vemic D.,Haase R.,Haase R.,Hard
Young D.,Reynolds B.,Young D.,Hard
Hanescu V.,Montanes A.,Hanescu V.,Hard
Tipsarevic J.,Massu N.,Massu N.,Hard
Berrer M.,de Voest R.,de Voest R.,Hard
Safin M.,Melzer J.,Melzer J.,Hard
Isner J.,Bolelli S.,Isner J.,Hard
Hernandez O.,Gulbis E.,Gulbis E.,Hard
Mirnyi M.,Acasuso J.,Mirnyi M.,Hard
Johansson T.,Lu Y.H.,Johansson T.,Hard
Querrey S.,Horna L.,Querrey S.,Hard
Simon G.,Berlocq C.,Simon G.,Hard
Benneteau J.,Haas T.,Haas T.,Hard
Mahut N.,Korolev E.,Mahut N.,Hard
Roitman S.,Garcia-Lopez G.,Garcia-Lopez G.,Hard
Ancic M.,Monfils G.,Ancic M.,Hard
Cilic M.,Nishikori K.,Cilic M.,Hard
Mayer F.,Fish M.,Fish M.,Hard
Haase R.,Monaco J.,Monaco J.,Hard
Mathieu P.H.,Fognini F.,Mathieu P.H.,Hard
Seppi A.,Djokovic N.,Djokovic N.,Hard
Berdych T.,Wawrinka S.,Wawrinka S.,Hard
Ferrer D.,Rochus O.,Ferrer D.,Hard
Lee H.T.,Nieminen J.,Lee H.T.,Hard
Soderling R.,Gasquet R.,Gasquet R.,Hard
Tsonga J.W.,Sela D.,Tsonga J.W.,Hard
Giraldo S.,Nadal R.,Nadal R.,Hard
Ginepri R.,Moya C.,Moya C.,Hard
Chela J.I.,Tursunov D.,Chela J.I.,Hard
Young D.,Lopez F.,Young D.,Hard
Kohlschreiber P.,Malisse X.,Kohlschreiber P.,Hard
Odesnik W.,Baghdatis M.,Baghdatis M.,Hard
Bjorkman J.,Canas G.,Canas G.,Hard
Gicquel M.,Blake J.,Blake J.,Hard
Karlovic I.,de Voest R.,Karlovic I.,Hard
Massu N.,Robredo T.,Robredo T.,Hard
Murray A.,Melzer J.,Murray A.,Hard
Haas T.,Roddick A.,Haas T.,Hard
Almagro N.,Mahut N.,Mahut N.,Hard
Ancic M.,Gonzalez F.,Ancic M.,Hard
Gulbis E.,Nalbandian D.,Nalbandian D.,Hard
Stepanek R.,Mirnyi M.,Stepanek R.,Hard
Garcia-Lopez G.,Federer R.,Federer R.,Hard
Ferrero J.C.,Johansson T.,Ferrero J.C.,Hard
Youzhny M.,Simon G.,Youzhny M.,Hard
Hanescu V.,Verdasco F.,Verdasco F.,Hard
Fish M.,Andreev I.,Fish M.,Hard
Ljubicic I.,Cilic M.,Ljubicic I.,Hard
Isner J.,Davydenko N.,Davydenko N.,Hard
Hewitt L.,Querrey S.,Hewitt L.,Hard
Chela J.I.,Gasquet R.,Gasquet R.,Hard
Blake J.,Moya C.,Blake J.,Hard
Nadal R.,Young D.,Nadal R.,Hard
Mathieu P.H.,Tsonga J.W.,Tsonga J.W.,Hard
Baghdatis M.,Wawrinka S.,Wawrinka S.,Hard
Monaco J.,Canas G.,Canas G.,Hard
Ferrer D.,Lee H.T.,Lee H.T.,Hard
Kohlschreiber P.,Djokovic N.,Djokovic N.,Hard
Stepanek R.,Nalbandian D.,Nalbandian D.,Hard
Robredo T.,Ljubicic I.,Ljubicic I.,Hard
Federer R.,Mahut N.,Federer R.,Hard
Ferrero J.C.,Ancic M.,Ferrero J.C.,Hard
Davydenko N.,Fish M.,Fish M.,Hard
Youzhny M.,Hewitt L.,Hewitt L.,Hard
Verdasco F.,Haas T.,Haas T.,Hard
Murray A.,Karlovic I.,Murray A.,Hard
Lee H.T.,Wawrinka S.,Wawrinka S.,Hard
Nalbandian D.,Ferrero J.C.,Nalbandian D.,Hard
Nadal R.,Tsonga J.W.,Nadal R.,Hard
Haas T.,Murray A.,Haas T.,Hard
Canas G.,Djokovic N.,Djokovic N.,Hard
Hewitt L.,Fish M.,Fish M.,Hard
Blake J.,Gasquet R.,Blake J.,Hard
Ljubicic I.,Federer R.,Federer R.,Hard
Wawrinka S.,Djokovic N.,Djokovic N.,Hard
Nadal R.,Blake J.,Nadal R.,Hard
Fish M.,Nalbandian D.,Fish M.,Hard
Federer R.,Haas T.,Federer R.,Hard
Djokovic N.,Nadal R.,Djokovic N.,Hard
Fish M.,Federer R.,Fish M.,Hard
Fish M.,Djokovic N.,Djokovic N.,Hard
Vliegen K.,Cilic M.,Cilic M.,Hard
Mayer F.,Mahut N.,Mahut N.,Hard
Hernandez O.,Malisse X.,Malisse X.,Hard
Seppi A.,Gicquel M.,Seppi A.,Hard
Del Potro J.M.,Levine J.,Del Potro J.M.,Hard
Korolev E.,Tursunov D.,Tursunov D.,Hard
Becker B.,Roitman S.,Becker B.,Hard
Starace P.,Warburg S.,Warburg S.,Hard
Berlocq C.,Querrey S.,Querrey S.,Hard
Kuerten G.,Grosjean S.,Grosjean S.,Hard
Nishikori K.,Montanes A.,Montanes A.,Hard
Berrer M.,Haase R.,Berrer M.,Hard
Anderson K.,Calleri A.,Anderson K.,Hard
Santoro F.,Bjorkman J.,Santoro F.,Hard
Spadea V.,Cuevas P.,Cuevas P.,Hard
Garcia-Lopez G.,Kiefer N.,Kiefer N.,Hard
Lee H.T.,Sela D.,Sela D.,Hard
Troicki V.,Hanescu V.,Troicki V.,Hard
Benneteau J.,Schuettler R.,Benneteau J.,Hard
Minar I.,Rochus O.,Minar I.,Hard
Reynolds B.,Safin M.,Reynolds B.,Hard
Melzer J.,Llodra M.,Melzer J.,Hard
Gulbis E.,Hrbaty D.,Gulbis E.,Hard
Tipsarevic J.,Lu Y.H.,Tipsarevic J.,Hard
Ventura S.,Acasuso J.,Acasuso J.,Hard
Fish M.,Clement A.,Clement A.,Hard
Ancic M.,Simon G.,Ancic M.,Hard
Giraldo S.,Bolelli S.,Bolelli S.,Hard
Volandri F.,Sweeting R.,Sweeting R.,Hard
Koubek S.,Soderling R.,Soderling R.,Hard
Kunitsyn I.,Johansson T.,Johansson T.,Hard
Monfils G.,Isner J.,Monfils G.,Hard
Andreev I.,Berrer M.,Andreev I.,Hard
Mathieu P.H.,Cilic M.,Mathieu P.H.,Hard
Grosjean S.,Stepanek R.,Stepanek R.,Hard
Kiefer N.,Nieminen J.,Kiefer N.,Hard
Seppi A.,Blake J.,Blake J.,Hard
Ferrero J.C.,Montanes A.,Ferrero J.C.,Hard
Djokovic N.,Anderson K.,Anderson K.,Hard
Del Potro J.M.,Lopez F.,Lopez F.,Hard
Santoro F.,Ljubicic I.,Santoro F.,Hard
Berdych T.,Querrey S.,Berdych T.,Hard
Canas G.,Warburg S.,Canas G.,Hard
Nadal R.,Becker B.,Nadal R.,Hard
Gasquet R.,Tursunov D.,Tursunov D.,Hard
Malisse X.,Nalbandian D.,Malisse X.,Hard
Mahut N.,Moya C.,Moya C.,Hard
Gonzalez F.,Cuevas P.,Gonzalez F.,Hard
Karlovic I.,Benneteau J.,Benneteau J.,Hard
Bolelli S.,Kohlschreiber P.,Bolelli S.,Hard
Sela D.,Robredo T.,Sela D.,Hard
Melzer J.,Tsonga J.W.,Tsonga J.W.,Hard
Verdasco F.,Tipsarevic J.,Tipsarevic J.,Hard
Chela J.I.,Minar I.,Minar I.,Hard
Youzhny M.,Reynolds B.,Youzhny M.,Hard
Clement A.,Almagro N.,Almagro N.,Hard
Acasuso J.,Hewitt L.,Acasuso J.,Hard
Roddick A.,Troicki V.,Roddick A.,Hard
Monaco J.,Sweeting R.,Monaco J.,Hard
Davydenko N.,Gulbis E.,Davydenko N.,Hard
Murray A.,Ancic M.,Ancic M.,Hard
Wawrinka S.,Soderling R.,Soderling R.,Hard
Ferrer D.,Johansson T.,Johansson T.,Hard
Federer R.,Monfils G.,Federer R.,Hard
Tursunov D.,Lopez F.,Tursunov D.,Hard
Mathieu P.H.,Moya C.,Mathieu P.H.,Hard
Blake J.,Santoro F.,Blake J.,Hard
Stepanek R.,Malisse X.,Stepanek R.,Hard
Berdych T.,Ferrero J.C.,Berdych T.,Hard
Kiefer N.,Nadal R.,Nadal R.,Hard
Andreev I.,Anderson K.,Andreev I.,Hard
Canas G.,Gonzalez F.,Canas G.,Hard
Davydenko N.,Bolelli S.,Davydenko N.,Hard
Tsonga J.W.,Benneteau J.,Benneteau J.,Hard
Acasuso J.,Sela D.,Acasuso J.,Hard
Tipsarevic J.,Johansson T.,Tipsarevic J.,Hard
Soderling R.,Federer R.,Federer R.,Hard
Youzhny M.,Almagro N.,Youzhny M.,Hard
Monaco J.,Ancic M.,Ancic M.,Hard
Roddick A.,Minar I.,Roddick A.,Hard
Blake J.,Stepanek R.,Blake J.,Hard
Andreev I.,Canas G.,Andreev I.,Hard
Berdych T.,Tursunov D.,Berdych T.,Hard
Acasuso J.,Federer R.,Federer R.,Hard
Tipsarevic J.,Youzhny M.,Tipsarevic J.,Hard
Nadal R.,Mathieu P.H.,Nadal R.,Hard
Ancic M.,Davydenko N.,Davydenko N.,Hard
Benneteau J.,Roddick A.,Roddick A.,Hard
Blake J.,Nadal R.,Nadal R.,Hard
Berdych T.,Andreev I.,Berdych T.,Hard
Tipsarevic J.,Davydenko N.,Davydenko N.,Hard
Roddick A.,Federer R.,Roddick A.,Hard
Berdych T.,Nadal R.,Nadal R.,Hard
Davydenko N.,Roddick A.,Davydenko N.,Hard
Davydenko N.,Nadal R.,Davydenko N.,Hard
Pashanski B.,Gicquel M.,Gicquel M.,Clay
Minar I.,Vassallo-Arguello M.,Minar I.,Clay
Gabashvili T.,Mayer F.,Gabashvili T.,Clay
Simon G.,Karanusic R.,Simon G.,Clay
Mahut N.,Gil F.,Gil F.,Clay
Kudryavtsev A.,Ascione T.,Ascione T.,Clay
Marach O.,Sousa J.,Sousa J.,Clay
Hanescu V.,Patience O.,Hanescu V.,Clay
Berrer M.,Elias G.,Berrer M.,Clay
Serra F.,Naso G.,Serra F.,Clay
Machado R.,Karlovic I.,Machado R.,Clay
Petzschner P.,Vanek J.,Vanek J.,Clay
Davydenko N.,Melzer J.,Davydenko N.,Clay
Federer R.,Rochus O.,Federer R.,Clay
Cipolla F.,Roger-Vasselin E.,Cipolla F.,Clay
Gremelmayr D.,Nieminen J.,Gremelmayr D.,Clay
Gicquel M.,Ascione T.,Gicquel M.,Clay
Cipolla F.,Simon G.,Cipolla F.,Clay
Serra F.,Machado R.,Serra F.,Clay
Minar I.,Davydenko N.,Davydenko N.,Clay
Vanek J.,Berrer M.,Vanek J.,Clay
Gabashvili T.,Gremelmayr D.,Gremelmayr D.,Clay
Federer R.,Hanescu V.,Federer R.,Clay
Sousa J.,Gil F.,Gil F.,Clay
Federer R.,Gil F.,Federer R.,Clay
Davydenko N.,Gicquel M.,Davydenko N.,Clay
Serra F.,Cipolla F.,Serra F.,Clay
Gremelmayr D.,Vanek J.,Gremelmayr D.,Clay
Gremelmayr D.,Federer R.,Federer R.,Clay
Davydenko N.,Serra F.,Davydenko N.,Clay
Federer R.,Davydenko N.,Federer R.,Clay
Young D.,Vicente F.,Young D.,Clay
Berlocq C.,Armando H.,Armando H.,Clay
Delic A.,Odesnik W.,Odesnik W.,Clay
Harrison R.,Cuevas P.,Harrison R.,Clay
Sela D.,Ginepri R.,Sela D.,Clay
Brzezicki J.P.,Hernandez O.,Hernandez O.,Clay
Roitman S.,Isner J.,Roitman S.,Clay
Gulbis E.,Granollers M.,Granollers M.,Clay
Spadea V.,Calleri A.,Calleri A.,Clay
Schuettler R.,Fish M.,Fish M.,Clay
Kunitsyn I.,Haas T.,Kunitsyn I.,Clay
Hartfield D.,Capdeville P.,Capdeville P.,Clay
Daniel M.,Troicki V.,Daniel M.,Clay
Luczak P.,Levy H.,Luczak P.,Clay
Massu N.,Querrey S.,Massu N.,Clay
Nishikori K.,Blake J.,Blake J.,Clay
Hernandez O.,Young D.,Hernandez O.,Clay
Fish M.,Armando H.,Fish M.,Clay
Luczak P.,Granollers M.,Granollers M.,Clay
Odesnik W.,Sela D.,Odesnik W.,Clay
Massu N.,Daniel M.,Daniel M.,Clay
Kunitsyn I.,Roitman S.,Roitman S.,Clay
Calleri A.,Capdeville P.,Calleri A.,Clay
Blake J.,Harrison R.,Blake J.,Clay
Roitman S.,Odesnik W.,Odesnik W.,Clay
Daniel M.,Granollers M.,Granollers M.,Clay
Hernandez O.,Fish M.,Hernandez O.,Clay
Blake J.,Calleri A.,Blake J.,Clay
Odesnik W.,Granollers M.,Granollers M.,Clay
Blake J.,Hernandez O.,Blake J.,Clay
Granollers M.,Blake J.,Granollers M.,Clay
Gonzalez M.,Monfils G.,Monfils G.,Clay
Darcis S.,Garcia-Lopez G.,Garcia-Lopez G.,Clay
Horna L.,Zverev M.,Zverev M.,Clay
Almagro N.,Lopez-Jaen M.A.,Almagro N.,Clay
Marrero D.,Ventura S.,Ventura S.,Clay
Schwank E.,Rochus C.,Schwank E.,Clay
Vliegen K.,Andujar P.,Andujar P.,Clay
Montanes A.,Robredo T.,Robredo T.,Clay
Gimeno-Traver D.,Stakhovsky S.,Gimeno-Traver D.,Clay
Starace P.,Bolelli S.,Starace P.,Clay
Safin M.,Ferrero J.C.,Safin M.,Clay
Korolev E.,Andreev I.,Korolev E.,Clay
Navarro-Pastor I.,Ferrer D.,Ferrer D.,Clay
Eschauer W.,Monaco J.,Monaco J.,Clay
Schukin Y.,Haase R.,Haase R.,Clay
Verdasco F.,Lapentti N.,Verdasco F.,Clay
Verdasco F.,Zverev M.,Verdasco F.,Clay
Monfils G.,Starace P.,Starace P.,Clay
Robredo T.,Ventura S.,Robredo T.,Clay
Almagro N.,Schwank E.,Almagro N.,Clay
Andujar P.,Ferrer D.,Ferrer D.,Clay
Monaco J.,Garcia-Lopez G.,Monaco J.,Clay
Safin M.,Haase R.,Haase R.,Clay
Korolev E.,Gimeno-Traver D.,Korolev E.,Clay
Robredo T.,Starace P.,Robredo T.,Clay
Monaco J.,Almagro N.,Almagro N.,Clay
Verdasco F.,Ferrer D.,Ferrer D.,Clay
Korolev E.,Haase R.,Korolev E.,Clay
Robredo T.,Ferrer D.,Ferrer D.,Clay
Almagro N.,Korolev E.,Almagro N.,Clay
Ferrer D.,Almagro N.,Ferrer D.,Clay
Kiefer N.,Cilic M.,Kiefer N.,Clay
Llodra M.,Ferrero J.C.,Ferrero J.C.,Clay
Minar I.,Ancic M.,Ancic M.,Clay
Santoro F.,Vliegen K.,Vliegen K.,Clay
Haas T.,Rochus O.,Rochus O.,Clay
Murray A.,Lopez F.,Murray A.,Clay
Mahut N.,Volandri F.,Volandri F.,Clay
Querrey S.,Moya C.,Querrey S.,Clay
Soderling R.,Stepanek R.,Soderling R.,Clay
Starace P.,Lapentti N.,Lapentti N.,Clay
Tipsarevic J.,Mathieu P.H.,Tipsarevic J.,Clay
Kohlschreiber P.,Acasuso J.,Kohlschreiber P.,Clay
Ljubicic I.,Kuerten G.,Ljubicic I.,Clay
Monfils G.,Verdasco F.,Monfils G.,Clay
Bolelli S.,Chela J.I.,Bolelli S.,Clay
Gicquel M.,Nieminen J.,Nieminen J.,Clay
Andreev I.,Tursunov D.,Andreev I.,Clay
Grosjean S.,Karlovic I.,Karlovic I.,Clay
Robredo T.,Wawrinka S.,Robredo T.,Clay
Safin M.,Malisse X.,Safin M.,Clay
Seppi A.,Calleri A.,Seppi A.,Clay
Monaco J.,Lee H.T.,Monaco J.,Clay
Ramirez-Hidalgo R.,Simon G.,Ramirez-Hidalgo R.,Clay
Lisnard J.R.,Almagro N.,Almagro N.,Clay
Djokovic N.,Ljubicic I.,Djokovic N.,Clay
Volandri F.,Murray A.,Murray A.,Clay
Bolelli S.,Davydenko N.,Davydenko N.,Clay
Safin M.,Ferrer D.,Ferrer D.,Clay
Tipsarevic J.,Lapentti N.,Tipsarevic J.,Clay
Karlovic I.,Monfils G.,Monfils G.,Clay
Kiefer N.,Kohlschreiber P.,Kohlschreiber P.,Clay
Federer R.,Ramirez-Hidalgo R.,Federer R.,Clay
Seppi A.,Querrey S.,Querrey S.,Clay
Youzhny M.,Andreev I.,Andreev I.,Clay
Almagro N.,Monaco J.,Almagro N.,Clay
Nadal R.,Ancic M.,Nadal R.,Clay
Nieminen J.,Ferrero J.C.,Ferrero J.C.,Clay
Nalbandian D.,Rochus O.,Nalbandian D.,Clay
Gasquet R.,Vliegen K.,Gasquet R.,Clay
Robredo T.,Soderling R.,Robredo T.,Clay
Almagro N.,Andreev I.,Andreev I.,Clay
Tipsarevic J.,Ferrer D.,Ferrer D.,Clay
Ferrero J.C.,Nadal R.,Nadal R.,Clay
Davydenko N.,Kohlschreiber P.,Davydenko N.,Clay
Federer R.,Monfils G.,Federer R.,Clay
Robredo T.,Nalbandian D.,Nalbandian D.,Clay
Murray A.,Djokovic N.,Djokovic N.,Clay
Querrey S.,Gasquet R.,Querrey S.,Clay
Davydenko N.,Andreev I.,Davydenko N.,Clay
Nalbandian D.,Federer R.,Federer R.,Clay
Ferrer D.,Nadal R.,Nadal R.,Clay
Djokovic N.,Querrey S.,Djokovic N.,Clay
Nadal R.,Davydenko N.,Nadal R.,Clay
Djokovic N.,Federer R.,Federer R.,Clay
Nadal R.,Federer R.,Nadal R.,Clay
Garcia-Lopez G.,Chela J.I.,Chela J.I.,Clay
Ginepri R.,Schukin Y.,Schukin Y.,Clay
Tursunov D.,Anderson K.,Tursunov D.,Clay
Zverev M.,Ancic M.,Ancic M.,Clay
Trujillo G.,Eschauer W.,Trujillo G.,Clay
Verdasco F.,Lapentti N.,Lapentti N.,Clay
Mirnyi M.,Haase R.,Haase R.,Clay
Lopez M.,Minar I.,Lopez M.,Clay
Daniel M.,Navarro-Pastor I.,Daniel M.,Clay
Gimeno-Traver D.,Ventura S.,Gimeno-Traver D.,Clay
Canas G.,Hernandez O.,Canas G.,Clay
Gremelmayr D.,Ramirez-Hidalgo R.,Gremelmayr D.,Clay
Calleri A.,Johansson T.,Calleri A.,Clay
Sanchez De Luna J.,Wawrinka S.,Wawrinka S.,Clay
Coria G.,Gabashvili T.,Gabashvili T.,Clay
Volandri F.,Melzer J.,Volandri F.,Clay
Brzezicki J.P.,Cuevas P.,Cuevas P.,Clay
Montanes A.,Granollers M.,Montanes A.,Clay
Tipsarevic J.,Gulbis E.,Gulbis E.,Clay
Lopez F.,Acasuso J.,Lopez F.,Clay
Starace P.,Luczak P.,Starace P.,Clay
Almagro N.,Troicki V.,Almagro N.,Clay
Nieminen J.,Kukushkin M.,Kukushkin M.,Clay
Martin A.,Marrai M.,Martin A.,Clay
Calleri A.,Nalbandian D.,Nalbandian D.,Clay
Murray A.,Ancic M.,Ancic M.,Clay
Gimeno-Traver D.,Lapentti N.,Lapentti N.,Clay
Lopez F.,Martin A.,Lopez F.,Clay
Daniel M.,Tursunov D.,Tursunov D.,Clay
Schukin Y.,Wawrinka S.,Wawrinka S.,Clay
Kukushkin M.,Cuevas P.,Kukushkin M.,Clay
Chela J.I.,Lopez M.,Chela J.I.,Clay
Trujillo G.,Ferrer D.,Ferrer D.,Clay
Haase R.,Robredo T.,Robredo T.,Clay
Montanes A.,Karlovic I.,Montanes A.,Clay
Almagro N.,Volandri F.,Almagro N.,Clay
Nadal R.,Starace P.,Nadal R.,Clay
Gremelmayr D.,Blake J.,Gremelmayr D.,Clay
Gabashvili T.,Canas G.,Canas G.,Clay
Gulbis E.,Moya C.,Gulbis E.,Clay
Kukushkin M.,Montanes A.,Montanes A.,Clay
Ferrer D.,Lapentti N.,Ferrer D.,Clay
Chela J.I.,Gulbis E.,Chela J.I.,Clay
Wawrinka S.,Nalbandian D.,Wawrinka S.,Clay
Robredo T.,Canas G.,Robredo T.,Clay
Tursunov D.,Gremelmayr D.,Gremelmayr D.,Clay
Lopez F.,Nadal R.,Nadal R.,Clay
Almagro N.,Ancic M.,Almagro N.,Clay
Wawrinka S.,Montanes A.,Wawrinka S.,Clay
Ferrer D.,Robredo T.,Ferrer D.,Clay
Nadal R.,Chela J.I.,Nadal R.,Clay
Gremelmayr D.,Almagro N.,Gremelmayr D.,Clay
Gremelmayr D.,Nadal R.,Nadal R.,Clay
Wawrinka S.,Ferrer D.,Ferrer D.,Clay
Nadal R.,Ferrer D.,Nadal R.,Clay
Rochus O.,Cilic M.,Cilic M.,Clay
Vliegen K.,Roitman S.,Vliegen K.,Clay
Karanusic R.,Seppi A.,Seppi A.,Clay
Mathieu P.H.,Brands D.,Mathieu P.H.,Clay
Clement A.,Del Potro J.,Del Potro J.,Clay
Gicquel M.,Bolelli S.,Bolelli S.,Clay
Silva J.,Bachinger M.,Silva J.,Clay
Korolev E.,Petzschner P.,Petzschner P.,Clay
Eitzinger R.,Lee H.T.,Lee H.T.,Clay
Gonzalez F.,Sela D.,Gonzalez F.,Clay
Naso G.,Schuettler R.,Naso G.,Clay
Andreev I.,Monfils G.,Andreev I.,Clay
Becker B.,Darcis S.,Darcis S.,Clay
El Aynaoui Y.,Sidorenko A.,El Aynaoui Y.,Clay
Klec I.,Berrer M.,Berrer M.,Clay
Berlocq C.,Safin M.,Safin M.,Clay
Lee H.T.,Silva J.,Lee H.T.,Clay
Petzschner P.,Cilic M.,Cilic M.,Clay
Naso G.,Mathieu P.H.,Mathieu P.H.,Clay
Seppi A.,Bolelli S.,Bolelli S.,Clay
Berrer M.,Safin M.,Safin M.,Clay
Vliegen K.,Gonzalez F.,Gonzalez F.,Clay
Darcis S.,El Aynaoui Y.,El Aynaoui Y.,Clay
Del Potro J.,Andreev I.,Del Potro J.,Clay
Gonzalez F.,Safin M.,Gonzalez F.,Clay
El Aynaoui Y.,Del Potro J.,El Aynaoui Y.,Clay
Lee H.T.,Bolelli S.,Bolelli S.,Clay
Cilic M.,Mathieu P.H.,Mathieu P.H.,Clay
El Aynaoui Y.,Gonzalez F.,Gonzalez F.,Clay
Bolelli S.,Mathieu P.H.,Bolelli S.,Clay
Bolelli S.,Gonzalez F.,Gonzalez F.,Clay
Horna L.,Gasquet R.,Horna L.,Clay
Andreev I.,Lee H.T.,Andreev I.,Clay
Fabbiano T.,Mahut N.,Mahut N.,Clay
Ljubicic I.,Darcis S.,Darcis S.,Clay
Nieminen J.,Stepanek R.,Stepanek R.,Clay
Cilic M.,Starace P.,Starace P.,Clay
Soderling R.,Korolev E.,Korolev E.,Clay
Naso G.,Canas G.,Canas G.,Clay
Llodra M.,Fish M.,Fish M.,Clay
Seppi A.,Santoro F.,Seppi A.,Clay
Cipolla F.,Almagro N.,Almagro N.,Clay
Monaco J.,Cuevas P.,Monaco J.,Clay
Wawrinka S.,Safin M.,Wawrinka S.,Clay
Del Potro J.M.,Murray A.,Murray A.,Clay
Robredo T.,Chela J.I.,Robredo T.,Clay
Acasuso J.,Tursunov D.,Acasuso J.,Clay
Ferrero J.C.,Kiefer N.,Ferrero J.C.,Clay
Lopez F.,Ancic M.,Ancic M.,Clay
Gonzalez F.,Tipsarevic J.,Gonzalez F.,Clay
Volandri F.,Lapentti N.,Lapentti N.,Clay
Karlovic I.,Mathieu P.H.,Karlovic I.,Clay
Moya C.,Verdasco F.,Verdasco F.,Clay
Bolelli S.,Patience O.,Bolelli S.,Clay
Tsonga J.W.,Simon G.,Simon G.,Clay
Fish M.,Roddick A.,Roddick A.,Clay
Canas G.,Federer R.,Federer R.,Clay
Nalbandian D.,Almagro N.,Almagro N.,Clay
Djokovic N.,Darcis S.,Djokovic N.,Clay
Acasuso J.,Horna L.,Horna L.,Clay
Stepanek R.,Ferrer D.,Stepanek R.,Clay
Blake J.,Seppi A.,Blake J.,Clay
Davydenko N.,Ancic M.,Davydenko N.,Clay
Andreev I.,Monaco J.,Andreev I.,Clay
Korolev E.,Gonzalez F.,Gonzalez F.,Clay
Bolelli S.,Simon G.,Bolelli S.,Clay
Verdasco F.,Lapentti N.,Verdasco F.,Clay
Ferrero J.C.,Nadal R.,Ferrero J.C.,Clay
Mahut N.,Robredo T.,Robredo T.,Clay
Murray A.,Wawrinka S.,Wawrinka S.,Clay
Karlovic I.,Starace P.,Karlovic I.,Clay
Andreev I.,Djokovic N.,Djokovic N.,Clay
Horna L.,Stepanek R.,Stepanek R.,Clay
